text,intent
Tell me the benefits of truthfulness.,ask_virtue
Give me a Qur'anic ayah about fasting.,ask_quran
Salaam!,greeting
Peace be upon you,greeting
What does Islam say about handling sadness?,seek_advice
What do scholars say about parents?,ask_ruling
Can I miss a fast in Islam?,ask_fatwa
How should I deal with stress?,seek_advice
Can you share a hadith on parents?,ask_hadith
Am I allowed to give charity as a Muslim?,ask_fatwa
What do scholars say about zakat?,ask_ruling
Is it permissible to miss a fast?,ask_fatwa
Salaam!,greeting
What virtues are associated with prayer?,ask_virtue
Is zakat allowed in Islam?,ask_ruling
Quote a verse on charity.,ask_quran
What is the ruling on interest?,ask_ruling
Can I give charity in Islam?,ask_fatwa
How to overcome stress in an Islamic way?,seek_advice
Can I give charity in Islam?,ask_fatwa
What is the ruling on divorce?,ask_ruling
Is it haram to give charity?,ask_fatwa
Tell me the benefits of charity.,ask_virtue
What does Islam say about handling sadness?,seek_advice
Is there a hadith about interest?,ask_hadith
How is prayer viewed in Islam?,ask_virtue
Can you share a hadith on interest?,ask_hadith
"Hi, sister",greeting
Tell me a hadith related to anger.,ask_hadith
Salaam!,greeting
Tell me a verse about fasting.,ask_quran
What is the ruling on fasting?,ask_ruling
Is there an ayah related to fasting?,ask_quran
"Hello, brother",greeting
Is it okay to watch movies during Ramadan?,ask_ruling
Is there an ayah related to fasting?,ask_quran
Is fasting allowed in Islam?,ask_ruling
Can you share a hadith on fasting?,ask_hadith
Quote a verse on parents.,ask_quran
What should I do if sadness?,seek_advice
Quote a verse on parents.,ask_quran
What did the Prophet say about parents?,ask_hadith
Advice for someone who is lonely?,seek_advice
Can Muslims give charity?,ask_ruling
What does the Qur'an say about parents?,ask_quran
"Hello, brother",greeting
Can you share a hadith on divorce?,ask_hadith
Is there a hadith about interest?,ask_hadith
What is the fatwa on charity?,ask_fatwa
Advice for someone who is angry?,seek_advice
Quote a verse on charity.,ask_quran
Am I allowed to watch movies as a Muslim?,ask_fatwa
What virtues are associated with truthfulness?,ask_virtue
What does the Qur'an say about anger?,ask_quran
Is it haram to give charity?,ask_fatwa
What is the reward of fasting?,ask_virtue
Is it permissible to give charity?,ask_fatwa
"Hi, sister",greeting
What do scholars say about interest?,ask_ruling
Can I eat with left hand in Islam?,ask_fatwa
Salaam!,greeting
What did the Prophet say about music?,ask_hadith
Tell me a hadith related to charity.,ask_hadith
Is music allowed in Islam?,ask_ruling
As-salamu Alaikum,greeting
Give me a Qur'anic ayah about parents.,ask_quran
Give me a Qur'anic ayah about anger.,ask_quran
What do scholars say about fasting?,ask_ruling
Is it okay to pray late during Ramadan?,ask_ruling
What did the Prophet say about music?,ask_hadith
How should I deal with stress?,seek_advice
Is it okay to watch movies during Ramadan?,ask_ruling
As-salamu Alaikum,greeting
How to overcome sadness in an Islamic way?,seek_advice
As-salamu Alaikum,greeting
What is the ruling on fasting?,ask_ruling
Can Muslims watch movies?,ask_ruling
Is parents allowed in Islam?,ask_ruling
Am I allowed to pray late as a Muslim?,ask_fatwa
What is the fatwa on anger?,ask_fatwa
Am I allowed to pray late as a Muslim?,ask_fatwa
"Hello, brother",greeting
Is there a hadith about divorce?,ask_hadith
Is zakat allowed in Islam?,ask_ruling
Salaam!,greeting
Salaam!,greeting
Tell me the benefits of fasting.,ask_virtue
Can I pray late in Islam?,ask_fatwa
Is it permissible to watch movies?,ask_fatwa
What is the fatwa on anger?,ask_fatwa
What does the Qur'an say about music?,ask_quran
"Hello, brother",greeting
Peace be upon you,greeting
Is charity allowed in Islam?,ask_ruling
Is it permissible to watch movies?,ask_fatwa
Can Muslims pray late?,ask_ruling
What is the fatwa on music?,ask_fatwa
Can I eat with left hand in Islam?,ask_fatwa
"Hi, sister",greeting
What virtues are associated with forgiveness?,ask_virtue
Is there an ayah related to music?,ask_quran
How should I deal with financial struggle?,seek_advice
"Hello, brother",greeting
What is the fatwa on music?,ask_fatwa
Can I watch movies in Islam?,ask_fatwa
Give me a Qur'anic ayah about music.,ask_quran
What does Islam say about handling financial struggle?,seek_advice
Can Muslims give charity?,ask_ruling
Is there a hadith about parents?,ask_hadith
What virtues are associated with forgiveness?,ask_virtue
Is it haram to miss a fast?,ask_fatwa
What is the ruling on divorce?,ask_ruling
Is it haram to eat with left hand?,ask_fatwa
Can I eat with left hand in Islam?,ask_fatwa
Can you share a hadith on zakat?,ask_hadith
Tell me a hadith related to divorce.,ask_hadith
Salaam!,greeting
Peace be upon you,greeting
Tell me a hadith related to charity.,ask_hadith
What do scholars say about parents?,ask_ruling
How should I deal with anger?,seek_advice
What is the ruling on charity?,ask_ruling
Peace be upon you,greeting
What should I do if family issues?,seek_advice
What is the reward of prayer?,ask_virtue
What virtues are associated with charity?,ask_virtue
Salaam!,greeting
Is it haram to miss a fast?,ask_fatwa
What should I do if anger?,seek_advice
"Hi, sister",greeting
Give me a Qur'anic ayah about fasting.,ask_quran
What does Islam say about handling financial struggle?,seek_advice
Can Muslims pray late?,ask_ruling
Salaam!,greeting
Is it okay to miss a fast during Ramadan?,ask_ruling
Advice for someone who is lonely?,seek_advice
What does Islam say about handling stress?,seek_advice
As-salamu Alaikum,greeting
Is it permissible to miss a fast?,ask_fatwa
Tell me a hadith related to anger.,ask_hadith
Why is prayer important in Islam?,ask_virtue
Quote a verse on parents.,ask_quran
As-salamu Alaikum,greeting
How is forgiveness viewed in Islam?,ask_virtue
Can I pray late in Islam?,ask_fatwa
"Hi, sister",greeting
What is the reward of truthfulness?,ask_virtue
Why is truthfulness important in Islam?,ask_virtue
Is divorce allowed in Islam?,ask_ruling
Why is charity important in Islam?,ask_virtue
Is it okay to miss a fast during Ramadan?,ask_ruling
What is the ruling on zakat?,ask_ruling
Is there a hadith about anger?,ask_hadith
Can you share a hadith on zakat?,ask_hadith
Why is prayer important in Islam?,ask_virtue
How to overcome financial struggle in an Islamic way?,seek_advice
Is there an ayah related to charity?,ask_quran
Tell me a verse about zakat.,ask_quran
What virtues are associated with fasting?,ask_virtue
Any hadith mentioning anger?,ask_hadith
Is interest allowed in Islam?,ask_ruling
"Hi, sister",greeting
What should I do if family issues?,seek_advice
Tell me a hadith related to divorce.,ask_hadith
How is charity viewed in Islam?,ask_virtue
Am I allowed to miss a fast as a Muslim?,ask_fatwa
Tell me a verse about music.,ask_quran
What should I do if sadness?,seek_advice
Advice for someone who is hopeless?,seek_advice
"Hello, brother",greeting
Can Muslims watch movies?,ask_ruling
Is it haram to watch movies?,ask_fatwa
Give me a Qur'anic ayah about fasting.,ask_quran
Is it permissible to give charity?,ask_fatwa
How should I deal with anger?,seek_advice
What is the ruling on zakat?,ask_ruling
What does the Qur'an say about anger?,ask_quran
Give me a Qur'anic ayah about zakat.,ask_quran
"Hello, brother",greeting
How to overcome sadness in an Islamic way?,seek_advice
Any hadith mentioning interest?,ask_hadith
What is the reward of prayer?,ask_virtue
"Hello, brother",greeting
What do scholars say about fasting?,ask_ruling
"Hello, brother",greeting
Give me a Qur'anic ayah about fasting.,ask_quran
Can I give charity in Islam?,ask_fatwa
Is there an ayah related to music?,ask_quran
Peace be upon you,greeting
Is it okay to watch movies during Ramadan?,ask_ruling
Is there an ayah related to anger?,ask_quran
What did the Prophet say about music?,ask_hadith
"Hi, sister",greeting
"Hi, sister",greeting
What is the reward of prayer?,ask_virtue
How is fasting viewed in Islam?,ask_virtue
What does Islam say about handling financial struggle?,seek_advice
What is the fatwa on interest?,ask_fatwa
Is there an ayah related to zakat?,ask_quran
Peace be upon you,greeting
Is it okay to watch movies during Ramadan?,ask_ruling
Tell me a verse about zakat.,ask_quran
Peace be upon you,greeting
What is the reward of charity?,ask_virtue
Why is charity important in Islam?,ask_virtue
Can Muslims pray late?,ask_ruling
Salaam!,greeting
What does Islam say about handling family issues?,seek_advice
What is the ruling on charity?,ask_ruling
Tell me the benefits of charity.,ask_virtue
What does the Qur'an say about divorce?,ask_quran
"Hello, brother",greeting
Advice for someone who is depressed?,seek_advice
Any hadith mentioning anger?,ask_hadith
Tell me a hadith related to music.,ask_hadith
"Hi, sister",greeting
Is zakat allowed in Islam?,ask_ruling
What does the Qur'an say about zakat?,ask_quran
Is there a hadith about music?,ask_hadith
Is it okay to miss a fast during Ramadan?,ask_ruling
As-salamu Alaikum,greeting
Salaam!,greeting
Is it permissible to watch movies?,ask_fatwa
Tell me a verse about music.,ask_quran
"Hi, sister",greeting
Quote a verse on parents.,ask_quran
Any hadith mentioning interest?,ask_hadith
Salaam!,greeting
Salaam!,greeting
Is zakat allowed in Islam?,ask_ruling
Tell me a verse about zakat.,ask_quran
How to overcome family issues in an Islamic way?,seek_advice
What virtues are associated with fasting?,ask_virtue
What should I do if financial struggle?,seek_advice
What does Islam say about handling stress?,seek_advice
Tell me the benefits of forgiveness.,ask_virtue
Salaam!,greeting
What is the ruling on charity?,ask_ruling
What is the reward of fasting?,ask_virtue
Is there an ayah related to fasting?,ask_quran
Give me a Qur'anic ayah about divorce.,ask_quran
Is there a hadith about parents?,ask_hadith
How should I deal with stress?,seek_advice
What do scholars say about fasting?,ask_ruling
What does the Qur'an say about fasting?,ask_quran
Tell me a verse about anger.,ask_quran
Am I allowed to eat with left hand as a Muslim?,ask_fatwa
What did the Prophet say about fasting?,ask_hadith
Is it okay to eat with left hand during Ramadan?,ask_ruling
Am I allowed to pray late as a Muslim?,ask_fatwa
Is fasting allowed in Islam?,ask_ruling
What is the reward of forgiveness?,ask_virtue
Is fasting allowed in Islam?,ask_ruling
Tell me a hadith related to anger.,ask_hadith
Quote a verse on interest.,ask_quran
What did the Prophet say about charity?,ask_hadith
What does Islam say about handling stress?,seek_advice
Is it okay to pray late during Ramadan?,ask_ruling
What virtues are associated with prayer?,ask_virtue
Is it permissible to pray late?,ask_fatwa
Is it permissible to eat with left hand?,ask_fatwa
Am I allowed to miss a fast as a Muslim?,ask_fatwa
Peace be upon you,greeting
Is there a hadith about interest?,ask_hadith
What virtues are associated with charity?,ask_virtue
How should I deal with anger?,seek_advice
Tell me the benefits of prayer.,ask_virtue
What virtues are associated with charity?,ask_virtue
As-salamu Alaikum,greeting
Why is truthfulness important in Islam?,ask_virtue
What should I do if anger?,seek_advice
Is there an ayah related to zakat?,ask_quran
What is the reward of truthfulness?,ask_virtue
What is the fatwa on anger?,ask_fatwa
Is it permissible to pray late?,ask_fatwa
Tell me the benefits of prayer.,ask_virtue
What does the Qur'an say about charity?,ask_quran
What did the Prophet say about zakat?,ask_hadith
What do scholars say about interest?,ask_ruling
What do scholars say about charity?,ask_ruling
What is the reward of forgiveness?,ask_virtue
Any hadith mentioning fasting?,ask_hadith
Can you share a hadith on fasting?,ask_hadith
How should I deal with stress?,seek_advice
"Hello, brother",greeting
Salaam!,greeting
Is it permissible to watch movies?,ask_fatwa
What should I do if stress?,seek_advice
What does the Qur'an say about fasting?,ask_quran
What do scholars say about divorce?,ask_ruling
Peace be upon you,greeting
Any hadith mentioning interest?,ask_hadith
What did the Prophet say about fasting?,ask_hadith
Can I watch movies in Islam?,ask_fatwa
Tell me the benefits of forgiveness.,ask_virtue
How to overcome financial struggle in an Islamic way?,seek_advice
Can Muslims give charity?,ask_ruling
Salaam!,greeting
What is the ruling on zakat?,ask_ruling
Can I give charity in Islam?,ask_fatwa
What should I do if stress?,seek_advice
Can Muslims give charity?,ask_ruling
Tell me a hadith related to zakat.,ask_hadith
Any hadith mentioning fasting?,ask_hadith
How should I deal with sadness?,seek_advice
What is the fatwa on music?,ask_fatwa
Peace be upon you,greeting
What do scholars say about parents?,ask_ruling
Is it okay to give charity during Ramadan?,ask_ruling
As-salamu Alaikum,greeting
How should I deal with family issues?,seek_advice
Can Muslims pray late?,ask_ruling
What does the Qur'an say about parents?,ask_quran
Tell me the benefits of fasting.,ask_virtue
Advice for someone who is lonely?,seek_advice
What is the reward of fasting?,ask_virtue
Am I allowed to pray late as a Muslim?,ask_fatwa
What should I do if financial struggle?,seek_advice
What does the Qur'an say about charity?,ask_quran
What should I do if family issues?,seek_advice
Give me a Qur'anic ayah about fasting.,ask_quran
Is it okay to give charity during Ramadan?,ask_ruling
How should I deal with anger?,seek_advice
Any hadith mentioning interest?,ask_hadith
What did the Prophet say about zakat?,ask_hadith
Quote a verse on charity.,ask_quran
Quote a verse on interest.,ask_quran
How to overcome sadness in an Islamic way?,seek_advice
Am I allowed to miss a fast as a Muslim?,ask_fatwa
Salaam!,greeting
Give me a Qur'anic ayah about zakat.,ask_quran
Give me a Qur'anic ayah about charity.,ask_quran
Tell me a hadith related to fasting.,ask_hadith
What virtues are associated with fasting?,ask_virtue
